ResponseId,Age,Country,EdLevel,RecordType,TechCategory,TechType,TechValue
18088,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,Elixir
39968,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Microsoft Azure
18051,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Technology,Want,Database,PostgreSQL
953,35-44 years old,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
48234,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,PostgreSQL
60073,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
55723,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Kotlin
13529,35-44 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Elasticsearch
17760,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
11259,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Microsoft Azure
4339,25-34 years old,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Heroku
19746,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,PHP
11361,18-24 years old,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
21867,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Alibaba Cloud
21241,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
3110,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Microsoft SQL Server
44339,35-44 years old,Romania,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
43820,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Heroku
32956,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Clickhouse
12172,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,VMware
21373,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MongoDB
37473,25-34 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
28712,25-34 years old,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Scala
40012,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,C++
29424,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Supabase
14354,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
14295,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
41246,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
49128,18-24 years old,Austria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Dart
30775,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
20695,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Java
42798,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
55594,25-34 years old,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
52618,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,BigQuery
41587,25-34 years old,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
4479,35-44 years old,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,JavaScript
54083,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
58269,35-44 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,JavaScript
37400,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Redis
45569,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,C#
27879,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MySQL
2530,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,SQL
57105,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Assembly
21564,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Dynamodb
24300,25-34 years old,Isle of Man,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
55690,25-34 years old,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
43679,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
24362,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Redis
41444,45-54 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Microsoft Azure
13477,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Databricks
1799,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,H2
1656,25-34 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Supabase
25849,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
2417,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,JavaScript
26642,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
21838,55-64 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
47258,25-34 years old,Pakistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PowerShell
17010,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
32983,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Redis
3540,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Microsoft Azure
211,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,Redis
54083,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
48717,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
13382,25-34 years old,Belgium,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Google Cloud
51080,35-44 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Presto
27805,35-44 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,SQL
698,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
8908,45-54 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Microsoft SQL Server
43416,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Vercel
1901,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
6882,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Cosmos DB
9732,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
53545,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,BigQuery
28484,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Redis
38708,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
37666,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,Presto
844,18-24 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Netlify
5761,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
738,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Microsoft Azure
48637,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Supabase
57664,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Netlify
19996,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,JavaScript
55978,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Oracle
31562,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Digital Ocean
10400,25-34 years old,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,JavaScript
46162,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
6813,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MongoDB
1577,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
45065,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Firebase
25904,25-34 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Redis
62819,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Google Cloud
28687,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Python
16936,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Scaleway
28015,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MariaDB
22606,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
61356,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
58603,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,R
44313,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
25688,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Redis
52377,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,JavaScript
20143,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MariaDB
53048,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
51122,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
18396,35-44 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,TypeScript
24130,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
16993,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
33641,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,TypeScript
41932,55-64 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Technology,Worked,Database,Microsoft SQL Server
33602,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Databricks
7809,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Go
8520,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
26861,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
41601,18-24 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Technology,Want,Language,Python
33602,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PowerShell
5970,45-54 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,TypeScript
38023,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,H2
62506,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Dart
15889,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
28484,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
13222,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,C
57268,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Oracle Cloud Infrastructure (OCI)
43714,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Supabase
13036,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
41250,35-44 years old,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,MariaDB
37136,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Java
37166,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
43454,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
51233,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
21797,45-54 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,SQL
7475,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MongoDB
14022,18-24 years old,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MongoDB
27380,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Redis
5658,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
13190,45-54 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,Redis
50465,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Vercel
8782,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,SQLite
17702,25-34 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,Perl
22606,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Vercel
13534,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C#
21116,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Perl
57682,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,PostgreSQL
17790,25-34 years old,Brazil,Some college/university study without earning a degree,Technology,Want,Platform,Microsoft Azure
2751,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Microsoft Azure
61319,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Bash/Shell (all shells)
52061,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PHP
19453,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Ruby
30352,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
4029,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,Redis
43063,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Neo4J
60002,18-24 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
53650,25-34 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Technology,Worked,Language,Bash/Shell (all shells)
44405,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
40471,25-34 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MySQL
48450,35-44 years old,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Technology,Want,Language,Java
45179,25-34 years old,United States of America,Some college/university study without earning a degree,Technology,Worked,Language,TypeScript
413,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,PowerShell
40064,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Google Cloud
17076,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
48209,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
39847,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Cosmos DB
41711,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Dart
50999,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,Python
1572,25-34 years old,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
7324,25-34 years old,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Cloudflare
39213,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Microsoft Azure
23496,25-34 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Rust
13439,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Bash/Shell (all shells)
28617,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
43784,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Digital Ocean
21797,45-54 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,SQL
6159,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
53985,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Elixir
24822,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
58745,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,JavaScript
14877,25-34 years old,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
1222,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
13550,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
45236,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,DuckDB
27372,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,SQLite
42003,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Digital Ocean
48713,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
26601,25-34 years old,India,Some college/university study without earning a degree,Technology,Want,Database,Redis
3200,25-34 years old,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,PostgreSQL
19746,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
23955,25-34 years old,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C#
7524,25-34 years old,Poland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
33558,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Dynamodb
7089,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,PHP
10527,18-24 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Netlify
39596,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Java
43497,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Python
32296,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
31672,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Python
52061,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
34787,35-44 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,PostgreSQL
28165,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
50825,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Google Cloud
24805,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Microsoft SQL Server
28239,18-24 years old,United States of America,Some college/university study without earning a degree,Technology,Worked,Platform,Amazon Web Services (AWS)
9926,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Snowflake
315,35-44 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
17479,45-54 years old,United States of America,Some college/university study without earning a degree,Technology,Want,Language,C++
58205,25-34 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,HTML/CSS
44284,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
24334,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
1140,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Technology,Want,Language,JavaScript
23293,35-44 years old,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Vercel
515,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Cloudflare
1650,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
39459,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Python
28451,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Python
19494,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Neo4J
38804,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
14268,18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MariaDB
57570,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,C#
15682,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,JavaScript
3069,25-34 years old,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Redis
28861,25-34 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,HTML/CSS
6730,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MariaDB
42343,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
50287,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
1964,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
8704,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
51757,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
46544,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
42652,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
24206,25-34 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Technology,Want,Database,PostgreSQL
36357,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
